sample_id,class_id,label,signer_id,repetition,path,set
15MacaSinalizador01-3,15,Maca,01,3,raw/15MacaSinalizador01-3.mp4,train
15MacaSinalizador01-4,15,Maca,01,4,raw/15MacaSinalizador01-4.mp4,train
15MacaSinalizador01-5,15,Maca,01,5,raw/15MacaSinalizador01-5.mp4,train
16MedoSinalizador01-1,16,Medo,01,1,raw/16MedoSinalizador01-1.mp4,train
16MedoSinalizador01-2,16,Medo,01,2,raw/16MedoSinalizador01-2.mp4,train
16MedoSinalizador01-3,16,Medo,01,3,raw/16MedoSinalizador01-3.mp4,train
16MedoSinalizador01-4,16,Medo,01,4,raw/16MedoSinalizador01-4.mp4,train
16MedoSinalizador01-5,16,Medo,01,5,raw/16MedoSinalizador01-5.mp4,train
17RuimSinalizador01-1,17,Ruim,01,1,raw/17RuimSinalizador01-1.mp4,train
17RuimSinalizador01-2,17,Ruim,01,2,raw/17RuimSinalizador01-2.mp4,train
17RuimSinalizador01-3,17,Ruim,01,3,raw/17RuimSinalizador01-3.mp4,train
17RuimSinalizador01-4,17,Ruim,01,4,raw/17RuimSinalizador01-4.mp4,train
17RuimSinalizador01-5,17,Ruim,01,5,raw/17RuimSinalizador01-5.mp4,train
18SapoSinalizador01-1,18,Sapo,01,1,raw/18SapoSinalizador01-1.mp4,train
18SapoSinalizador01-2,18,Sapo,01,2,raw/18SapoSinalizador01-2.mp4,train
18SapoSinalizador01-3,18,Sapo,01,3,raw/18SapoSinalizador01-3.mp4,train
18SapoSinalizador01-4,18,Sapo,01,4,raw/18SapoSinalizador01-4.mp4,train
18SapoSinalizador01-5,18,Sapo,01,5,raw/18SapoSinalizador01-5.mp4,train
19VacinaSinalizador01-1,19,Vacina,01,1,raw/19VacinaSinalizador01-1.mp4,train
19VacinaSinalizador01-2,19,Vacina,01,2,raw/19VacinaSinalizador01-2.mp4,train
19VacinaSinalizador01-3,19,Vacina,01,3,raw/19VacinaSinalizador01-3.mp4,train
19VacinaSinalizador01-4,19,Vacina,01,4,raw/19VacinaSinalizador01-4.mp4,train
19VacinaSinalizador01-5,19,Vacina,01,5,raw/19VacinaSinalizador01-5.mp4,train
20VontadeSinalizador01-1,20,Vontade,01,1,raw/20VontadeSinalizador01-1.mp4,train
20VontadeSinalizador01-2,20,Vontade,01,2,raw/20VontadeSinalizador01-2.mp4,train
20VontadeSinalizador01-3,20,Vontade,01,3,raw/20VontadeSinalizador01-3.mp4,train
20VontadeSinalizador01-4,20,Vontade,01,4,raw/20VontadeSinalizador01-4.mp4,train
20VontadeSinalizador01-5,20,Vontade,01,5,raw/20VontadeSinalizador01-5.mp4,train
01AcontecerSinalizador02-1,01,Acontecer,02,1,raw/01AcontecerSinalizador02-1.mp4,train
01AcontecerSinalizador02-2,01,Acontecer,02,2,raw/01AcontecerSinalizador02-2.mp4,train
01AcontecerSinalizador02-3,01,Acontecer,02,3,raw/01AcontecerSinalizador02-3.mp4,train
01AcontecerSinalizador02-4,01,Acontecer,02,4,raw/01AcontecerSinalizador02-4.mp4,train
01AcontecerSinalizador02-5,01,Acontecer,02,5,raw/01AcontecerSinalizador02-5.mp4,train
02AlunoSinalizador02-1,02,Aluno,02,1,raw/02AlunoSinalizador02-1.mp4,train
02AlunoSinalizador02-2,02,Aluno,02,2,raw/02AlunoSinalizador02-2.mp4,train
02AlunoSinalizador02-3,02,Aluno,02,3,raw/02AlunoSinalizador02-3.mp4,train
02AlunoSinalizador02-4,02,Aluno,02,4,raw/02AlunoSinalizador02-4.mp4,train
02AlunoSinalizador02-5,02,Aluno,02,5,raw/02AlunoSinalizador02-5.mp4,train
03AmareloSinalizador02-1,03,Amarelo,02,1,raw/03AmareloSinalizador02-1.mp4,train
03AmareloSinalizador02-2,03,Amarelo,02,2,raw/03AmareloSinalizador02-2.mp4,train
03AmareloSinalizador02-3,03,Amarelo,02,3,raw/03AmareloSinalizador02-3.mp4,train
03AmareloSinalizador02-4,03,Amarelo,02,4,raw/03AmareloSinalizador02-4.mp4,train
03AmareloSinalizador02-5,03,Amarelo,02,5,raw/03AmareloSinalizador02-5.mp4,train
04AmericaSinalizador02-1,04,America,02,1,raw/04AmericaSinalizador02-1.mp4,train
04AmericaSinalizador02-2,04,America,02,2,raw/04AmericaSinalizador02-2.mp4,train
04AmericaSinalizador02-3,04,America,02,3,raw/04AmericaSinalizador02-3.mp4,train
04AmericaSinalizador02-4,04,America,02,4,raw/04AmericaSinalizador02-4.mp4,train
04AmericaSinalizador02-5,04,America,02,5,raw/04AmericaSinalizador02-5.mp4,train
05AproveitarSinalizador02-1,05,Aproveitar,02,1,raw/05AproveitarSinalizador02-1.mp4,train
05AproveitarSinalizador02-2,05,Aproveitar,02,2,raw/05AproveitarSinalizador02-2.mp4,train
05AproveitarSinalizador02-3,05,Aproveitar,02,3,raw/05AproveitarSinalizador02-3.mp4,train
05AproveitarSinalizador02-4,05,Aproveitar,02,4,raw/05AproveitarSinalizador02-4.mp4,train
05AproveitarSinalizador02-5,05,Aproveitar,02,5,raw/05AproveitarSinalizador02-5.mp4,train
06BalaSinalizador02-1,06,Bala,02,1,raw/06BalaSinalizador02-1.mp4,train
06BalaSinalizador02-2,06,Bala,02,2,raw/06BalaSinalizador02-2.mp4,train
06BalaSinalizador02-3,06,Bala,02,3,raw/06BalaSinalizador02-3.mp4,train
06BalaSinalizador02-4,06,Bala,02,4,raw/06BalaSinalizador02-4.mp4,train
06BalaSinalizador02-5,06,Bala,02,5,raw/06BalaSinalizador02-5.mp4,train
07BancoSinalizador02-1,07,Banco,02,1,raw/07BancoSinalizador02-1.mp4,train
07BancoSinalizador02-2,07,Banco,02,2,raw/07BancoSinalizador02-2.mp4,train
07BancoSinalizador02-3,07,Banco,02,3,raw/07BancoSinalizador02-3.mp4,train
07BancoSinalizador02-4,07,Banco,02,4,raw/07BancoSinalizador02-4.mp4,train
07BancoSinalizador02-5,07,Banco,02,5,raw/07BancoSinalizador02-5.mp4,train
08BanheiroSinalizador02-1,08,Banheiro,02,1,raw/08BanheiroSinalizador02-1.mp4,train
08BanheiroSinalizador02-2,08,Banheiro,02,2,raw/08BanheiroSinalizador02-2.mp4,train
08BanheiroSinalizador02-3,08,Banheiro,02,3,raw/08BanheiroSinalizador02-3.mp4,train
08BanheiroSinalizador02-4,08,Banheiro,02,4,raw/08BanheiroSinalizador02-4.mp4,train
08BanheiroSinalizador02-5,08,Banheiro,02,5,raw/08BanheiroSinalizador02-5.mp4,train
09BarulhoSinalizador02-1,09,Barulho,02,1,raw/09BarulhoSinalizador02-1.mp4,train
09BarulhoSinalizador02-2,09,Barulho,02,2,raw/09BarulhoSinalizador02-2.mp4,train
09BarulhoSinalizador02-3,09,Barulho,02,3,raw/09BarulhoSinalizador02-3.mp4,train
09BarulhoSinalizador02-4,09,Barulho,02,4,raw/09BarulhoSinalizador02-4.mp4,train
09BarulhoSinalizador02-5,09,Barulho,02,5,raw/09BarulhoSinalizador02-5.mp4,train
10CincoSinalizador02-1,10,Cinco,02,1,raw/10CincoSinalizador02-1.mp4,train
10CincoSinalizador02-2,10,Cinco,02,2,raw/10CincoSinalizador02-2.mp4,train
10CincoSinalizador02-3,10,Cinco,02,3,raw/10CincoSinalizador02-3.mp4,train
10CincoSinalizador02-4,10,Cinco,02,4,raw/10CincoSinalizador02-4.mp4,train
10CincoSinalizador02-5,10,Cinco,02,5,raw/10CincoSinalizador02-5.mp4,train
11ConhecerSinalizador02-1,11,Conhecer,02,1,raw/11ConhecerSinalizador02-1.mp4,train
11ConhecerSinalizador02-2,11,Conhecer,02,2,raw/11ConhecerSinalizador02-2.mp4,train
11ConhecerSinalizador02-3,11,Conhecer,02,3,raw/11ConhecerSinalizador02-3.mp4,train
11ConhecerSinalizador02-4,11,Conhecer,02,4,raw/11ConhecerSinalizador02-4.mp4,train
11ConhecerSinalizador02-5,11,Conhecer,02,5,raw/11ConhecerSinalizador02-5.mp4,train
12EspelhoSinalizador02-1,12,Espelho,02,1,raw/12EspelhoSinalizador02-1.mp4,train
12EspelhoSinalizador02-2,12,Espelho,02,2,raw/12EspelhoSinalizador02-2.mp4,train
12EspelhoSinalizador02-3,12,Espelho,02,3,raw/12EspelhoSinalizador02-3.mp4,train
12EspelhoSinalizador02-4,12,Espelho,02,4,raw/12EspelhoSinalizador02-4.mp4,train
12EspelhoSinalizador02-5,12,Espelho,02,5,raw/12EspelhoSinalizador02-5.mp4,train
13EsquinaSinalizador02-1,13,Esquina,02,1,raw/13EsquinaSinalizador02-1.mp4,train
13EsquinaSinalizador02-2,13,Esquina,02,2,raw/13EsquinaSinalizador02-2.mp4,train
13EsquinaSinalizador02-3,13,Esquina,02,3,raw/13EsquinaSinalizador02-3.mp4,train
13EsquinaSinalizador02-4,13,Esquina,02,4,raw/13EsquinaSinalizador02-4.mp4,train
13EsquinaSinalizador02-5,13,Esquina,02,5,raw/13EsquinaSinalizador02-5.mp4,train
14FilhoSinalizador02-1,14,Filho,02,1,raw/14FilhoSinalizador02-1.mp4,train
14FilhoSinalizador02-2,14,Filho,02,2,raw/14FilhoSinalizador02-2.mp4,train
14FilhoSinalizador02-3,14,Filho,02,3,raw/14FilhoSinalizador02-3.mp4,train
14FilhoSinalizador02-4,14,Filho,02,4,raw/14FilhoSinalizador02-4.mp4,train
14FilhoSinalizador02-5,14,Filho,02,5,raw/14FilhoSinalizador02-5.mp4,train
15MacaSinalizador02-1,15,Maca,02,1,raw/15MacaSinalizador02-1.mp4,train
15MacaSinalizador02-2,15,Maca,02,2,raw/15MacaSinalizador02-2.mp4,train
15MacaSinalizador02-3,15,Maca,02,3,raw/15MacaSinalizador02-3.mp4,train
15MacaSinalizador02-4,15,Maca,02,4,raw/15MacaSinalizador02-4.mp4,train
15MacaSinalizador02-5,15,Maca,02,5,raw/15MacaSinalizador02-5.mp4,train
16MedoSinalizador02-1,16,Medo,02,1,raw/16MedoSinalizador02-1.mp4,train
16MedoSinalizador02-2,16,Medo,02,2,raw/16MedoSinalizador02-2.mp4,train
16MedoSinalizador02-3,16,Medo,02,3,raw/16MedoSinalizador02-3.mp4,train
16MedoSinalizador02-4,16,Medo,02,4,raw/16MedoSinalizador02-4.mp4,train
16MedoSinalizador02-5,16,Medo,02,5,raw/16MedoSinalizador02-5.mp4,train
17RuimSinalizador02-1,17,Ruim,02,1,raw/17RuimSinalizador02-1.mp4,train
17RuimSinalizador02-2,17,Ruim,02,2,raw/17RuimSinalizador02-2.mp4,train
17RuimSinalizador02-3,17,Ruim,02,3,raw/17RuimSinalizador02-3.mp4,train
17RuimSinalizador02-4,17,Ruim,02,4,raw/17RuimSinalizador02-4.mp4,train
17RuimSinalizador02-5,17,Ruim,02,5,raw/17RuimSinalizador02-5.mp4,train
18SapoSinalizador02-1,18,Sapo,02,1,raw/18SapoSinalizador02-1.mp4,train
18SapoSinalizador02-2,18,Sapo,02,2,raw/18SapoSinalizador02-2.mp4,train
18SapoSinalizador02-3,18,Sapo,02,3,raw/18SapoSinalizador02-3.mp4,train
18SapoSinalizador02-4,18,Sapo,02,4,raw/18SapoSinalizador02-4.mp4,train
18SapoSinalizador02-5,18,Sapo,02,5,raw/18SapoSinalizador02-5.mp4,train
19VacinaSinalizador02-1,19,Vacina,02,1,raw/19VacinaSinalizador02-1.mp4,train
19VacinaSinalizador02-2,19,Vacina,02,2,raw/19VacinaSinalizador02-2.mp4,train
19VacinaSinalizador02-3,19,Vacina,02,3,raw/19VacinaSinalizador02-3.mp4,train
19VacinaSinalizador02-4,19,Vacina,02,4,raw/19VacinaSinalizador02-4.mp4,train
19VacinaSinalizador02-5,19,Vacina,02,5,raw/19VacinaSinalizador02-5.mp4,train
20VontadeSinalizador02-1,20,Vontade,02,1,raw/20VontadeSinalizador02-1.mp4,train
20VontadeSinalizador02-2,20,Vontade,02,2,raw/20VontadeSinalizador02-2.mp4,train
20VontadeSinalizador02-3,20,Vontade,02,3,raw/20VontadeSinalizador02-3.mp4,train
20VontadeSinalizador02-4,20,Vontade,02,4,raw/20VontadeSinalizador02-4.mp4,train
20VontadeSinalizador02-5,20,Vontade,02,5,raw/20VontadeSinalizador02-5.mp4,train
01AcontecerSinalizador03-1,01,Acontecer,03,1,raw/01AcontecerSinalizador03-1.mp4,train
01AcontecerSinalizador03-2,01,Acontecer,03,2,raw/01AcontecerSinalizador03-2.mp4,train
01AcontecerSinalizador03-3,01,Acontecer,03,3,raw/01AcontecerSinalizador03-3.mp4,train
01AcontecerSinalizador03-4,01,Acontecer,03,4,raw/01AcontecerSinalizador03-4.mp4,train
01AcontecerSinalizador03-5,01,Acontecer,03,5,raw/01AcontecerSinalizador03-5.mp4,train
03AmareloSinalizador03-1,03,Amarelo,03,1,raw/03AmareloSinalizador03-1.mp4,train
03AmareloSinalizador03-2,03,Amarelo,03,2,raw/03AmareloSinalizador03-2.mp4,train
03AmareloSinalizador03-3,03,Amarelo,03,3,raw/03AmareloSinalizador03-3.mp4,train
03AmareloSinalizador03-4,03,Amarelo,03,4,raw/03AmareloSinalizador03-4.mp4,train
03AmareloSinalizador03-5,03,Amarelo,03,5,raw/03AmareloSinalizador03-5.mp4,train
05AproveitarSinalizador03-1,05,Aproveitar,03,1,raw/05AproveitarSinalizador03-1.mp4,train
05AproveitarSinalizador03-2,05,Aproveitar,03,2,raw/05AproveitarSinalizador03-2.mp4,train
05AproveitarSinalizador03-3,05,Aproveitar,03,3,raw/05AproveitarSinalizador03-3.mp4,train
05AproveitarSinalizador03-4,05,Aproveitar,03,4,raw/05AproveitarSinalizador03-4.mp4,train
05AproveitarSinalizador03-5,05,Aproveitar,03,5,raw/05AproveitarSinalizador03-5.mp4,train
06BalaSinalizador03-1,06,Bala,03,1,raw/06BalaSinalizador03-1.mp4,train
06BalaSinalizador03-2,06,Bala,03,2,raw/06BalaSinalizador03-2.mp4,train
06BalaSinalizador03-3,06,Bala,03,3,raw/06BalaSinalizador03-3.mp4,train
06BalaSinalizador03-4,06,Bala,03,4,raw/06BalaSinalizador03-4.mp4,train
06BalaSinalizador03-5,06,Bala,03,5,raw/06BalaSinalizador03-5.mp4,train
07BancoSinalizador03-1,07,Banco,03,1,raw/07BancoSinalizador03-1.mp4,train
07BancoSinalizador03-2,07,Banco,03,2,raw/07BancoSinalizador03-2.mp4,train
07BancoSinalizador03-3,07,Banco,03,3,raw/07BancoSinalizador03-3.mp4,train
07BancoSinalizador03-4,07,Banco,03,4,raw/07BancoSinalizador03-4.mp4,train
07BancoSinalizador03-5,07,Banco,03,5,raw/07BancoSinalizador03-5.mp4,train
08BanheiroSinalizador03-1,08,Banheiro,03,1,raw/08BanheiroSinalizador03-1.mp4,train
08BanheiroSinalizador03-2,08,Banheiro,03,2,raw/08BanheiroSinalizador03-2.mp4,train
08BanheiroSinalizador03-3,08,Banheiro,03,3,raw/08BanheiroSinalizador03-3.mp4,train
08BanheiroSinalizador03-4,08,Banheiro,03,4,raw/08BanheiroSinalizador03-4.mp4,train
08BanheiroSinalizador03-5,08,Banheiro,03,5,raw/08BanheiroSinalizador03-5.mp4,train
09BarulhoSinalizador03-1,09,Barulho,03,1,raw/09BarulhoSinalizador03-1.mp4,train
09BarulhoSinalizador03-2,09,Barulho,03,2,raw/09BarulhoSinalizador03-2.mp4,train
09BarulhoSinalizador03-3,09,Barulho,03,3,raw/09BarulhoSinalizador03-3.mp4,train
09BarulhoSinalizador03-4,09,Barulho,03,4,raw/09BarulhoSinalizador03-4.mp4,train
09BarulhoSinalizador03-5,09,Barulho,03,5,raw/09BarulhoSinalizador03-5.mp4,train
11ConhecerSinalizador03-1,11,Conhecer,03,1,raw/11ConhecerSinalizador03-1.mp4,train
11ConhecerSinalizador03-2,11,Conhecer,03,2,raw/11ConhecerSinalizador03-2.mp4,train
11ConhecerSinalizador03-3,11,Conhecer,03,3,raw/11ConhecerSinalizador03-3.mp4,train
11ConhecerSinalizador03-4,11,Conhecer,03,4,raw/11ConhecerSinalizador03-4.mp4,train
11ConhecerSinalizador03-5,11,Conhecer,03,5,raw/11ConhecerSinalizador03-5.mp4,train
12EspelhoSinalizador03-1,12,Espelho,03,1,raw/12EspelhoSinalizador03-1.mp4,train
12EspelhoSinalizador03-2,12,Espelho,03,2,raw/12EspelhoSinalizador03-2.mp4,train
12EspelhoSinalizador03-3,12,Espelho,03,3,raw/12EspelhoSinalizador03-3.mp4,train
12EspelhoSinalizador03-4,12,Espelho,03,4,raw/12EspelhoSinalizador03-4.mp4,train
12EspelhoSinalizador03-5,12,Espelho,03,5,raw/12EspelhoSinalizador03-5.mp4,train
13EsquinaSinalizador03-1,13,Esquina,03,1,raw/13EsquinaSinalizador03-1.mp4,train
13EsquinaSinalizador03-2,13,Esquina,03,2,raw/13EsquinaSinalizador03-2.mp4,train
13EsquinaSinalizador03-3,13,Esquina,03,3,raw/13EsquinaSinalizador03-3.mp4,train
13EsquinaSinalizador03-4,13,Esquina,03,4,raw/13EsquinaSinalizador03-4.mp4,train
13EsquinaSinalizador03-5,13,Esquina,03,5,raw/13EsquinaSinalizador03-5.mp4,train
14FilhoSinalizador03-1,14,Filho,03,1,raw/14FilhoSinalizador03-1.mp4,train
14FilhoSinalizador03-2,14,Filho,03,2,raw/14FilhoSinalizador03-2.mp4,train
14FilhoSinalizador03-3,14,Filho,03,3,raw/14FilhoSinalizador03-3.mp4,train
14FilhoSinalizador03-4,14,Filho,03,4,raw/14FilhoSinalizador03-4.mp4,train
14FilhoSinalizador03-5,14,Filho,03,5,raw/14FilhoSinalizador03-5.mp4,train
15MacaSinalizador03-1,15,Maca,03,1,raw/15MacaSinalizador03-1.mp4,train
15MacaSinalizador03-2,15,Maca,03,2,raw/15MacaSinalizador03-2.mp4,train
15MacaSinalizador03-3,15,Maca,03,3,raw/15MacaSinalizador03-3.mp4,train
15MacaSinalizador03-4,15,Maca,03,4,raw/15MacaSinalizador03-4.mp4,train
15MacaSinalizador03-5,15,Maca,03,5,raw/15MacaSinalizador03-5.mp4,train
16MedoSinalizador03-1,16,Medo,03,1,raw/16MedoSinalizador03-1.mp4,train
16MedoSinalizador03-2,16,Medo,03,2,raw/16MedoSinalizador03-2.mp4,train
16MedoSinalizador03-3,16,Medo,03,3,raw/16MedoSinalizador03-3.mp4,train
16MedoSinalizador03-4,16,Medo,03,4,raw/16MedoSinalizador03-4.mp4,train
16MedoSinalizador03-5,16,Medo,03,5,raw/16MedoSinalizador03-5.mp4,train
17RuimSinalizador03-1,17,Ruim,03,1,raw/17RuimSinalizador03-1.mp4,train
17RuimSinalizador03-2,17,Ruim,03,2,raw/17RuimSinalizador03-2.mp4,train
17RuimSinalizador03-3,17,Ruim,03,3,raw/17RuimSinalizador03-3.mp4,train
17RuimSinalizador03-4,17,Ruim,03,4,raw/17RuimSinalizador03-4.mp4,train
17RuimSinalizador03-5,17,Ruim,03,5,raw/17RuimSinalizador03-5.mp4,train
18SapoSinalizador03-1,18,Sapo,03,1,raw/18SapoSinalizador03-1.mp4,train
18SapoSinalizador03-2,18,Sapo,03,2,raw/18SapoSinalizador03-2.mp4,train
18SapoSinalizador03-3,18,Sapo,03,3,raw/18SapoSinalizador03-3.mp4,train
18SapoSinalizador03-4,18,Sapo,03,4,raw/18SapoSinalizador03-4.mp4,train
18SapoSinalizador03-5,18,Sapo,03,5,raw/18SapoSinalizador03-5.mp4,train
19VacinaSinalizador03-1,19,Vacina,03,1,raw/19VacinaSinalizador03-1.mp4,train
19VacinaSinalizador03-2,19,Vacina,03,2,raw/19VacinaSinalizador03-2.mp4,train
19VacinaSinalizador03-3,19,Vacina,03,3,raw/19VacinaSinalizador03-3.mp4,train
19VacinaSinalizador03-4,19,Vacina,03,4,raw/19VacinaSinalizador03-4.mp4,train
19VacinaSinalizador03-5,19,Vacina,03,5,raw/19VacinaSinalizador03-5.mp4,train
20VontadeSinalizador03-1,20,Vontade,03,1,raw/20VontadeSinalizador03-1.mp4,train
20VontadeSinalizador03-2,20,Vontade,03,2,raw/20VontadeSinalizador03-2.mp4,train
20VontadeSinalizador03-3,20,Vontade,03,3,raw/20VontadeSinalizador03-3.mp4,train
20VontadeSinalizador03-4,20,Vontade,03,4,raw/20VontadeSinalizador03-4.mp4,train
20VontadeSinalizador03-5,20,Vontade,03,5,raw/20VontadeSinalizador03-5.mp4,train
01AcontecerSinalizador04-1,01,Acontecer,04,1,raw/01AcontecerSinalizador04-1.mp4,train
01AcontecerSinalizador04-2,01,Acontecer,04,2,raw/01AcontecerSinalizador04-2.mp4,train
01AcontecerSinalizador04-3,01,Acontecer,04,3,raw/01AcontecerSinalizador04-3.mp4,train
01AcontecerSinalizador04-4,01,Acontecer,04,4,raw/01AcontecerSinalizador04-4.mp4,train
01AcontecerSinalizador04-5,01,Acontecer,04,5,raw/01AcontecerSinalizador04-5.mp4,train
